07097,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07096,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07095,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07094,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07093,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07092,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07091,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07090,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07099,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
08603,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
08602,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
08601,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
08605,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
08604,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
08880,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
08882,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
08840,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07395,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07538,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07533,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
08989,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07305,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07621,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07019,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07018,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07017,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07016,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07015,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07014,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07013,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07012,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07011,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07010,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07608,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07606,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07607,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07604,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07605,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07602,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07603,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07601,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
08609,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
08608,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
08607,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07470,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
08820,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
08515,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
08512,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
08518,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
08065,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
08063,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
08060,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07631,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
08852,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
08854,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
08855,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07505,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07504,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07507,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07506,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07501,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07503,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07502,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07509,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07508,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07208,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07202,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07203,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07201,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07206,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07207,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07204,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07205,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07050,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07044,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07047,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07040,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07042,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07043,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
08650,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07424,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
07423,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
08544,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
08540,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
08541,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
08542,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
08543,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
08034,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
08035,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
08036,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
08030,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
08031,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
08033,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0477889357164,0.0474454014317,0.0484663522983
98225,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98226,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98227,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98221,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98258,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98028,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98029,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98026,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98027,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98024,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98025,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98022,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98023,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98020,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98021,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98364,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98366,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98439,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98438,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98342,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98340,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98346,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98345,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98589,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98424,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98155,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98158,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98213,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98295,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98294,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98296,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98291,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98290,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98293,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98059,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98058,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98057,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98056,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98055,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98052,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98051,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98050,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98558,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98391,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98393,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98396,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98941,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98940,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98943,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98946,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98556,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98312,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98314,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98315,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98229,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98220,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98089,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98087,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98082,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98083,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98390,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98392,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
98247,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.094093325092,0.0881889885455,0.103601377682
