48506,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0150881151232,0.00805569125051,0.0
48501,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0150881151232,0.00805569125051,0.0
48889,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0150881151232,0.00805569125051,0.0
48888,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0150881151232,0.00805569125051,0.0
48881,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0150881151232,0.00805569125051,0.0
48880,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0150881151232,0.00805569125051,0.0
48883,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0150881151232,0.00805569125051,0.0
48882,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0150881151232,0.00805569125051,0.0
48885,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0150881151232,0.00805569125051,0.0
48884,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0150881151232,0.00805569125051,0.0
48887,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0150881151232,0.00805569125051,0.0
48886,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0150881151232,0.00805569125051,0.0
48158,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0150881151232,0.00805569125051,0.0
48480,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0150881151232,0.00805569125051,0.0
48801,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0150881151232,0.00805569125051,0.0
48805,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0150881151232,0.00805569125051,0.0
48804,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0150881151232,0.00805569125051,0.0
48807,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0150881151232,0.00805569125051,0.0
48806,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0150881151232,0.00805569125051,0.0
48809,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0150881151232,0.00805569125051,0.0
48808,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0150881151232,0.00805569125051,0.0
49048,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0150881151232,0.00805569125051,0.0
49046,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0150881151232,0.00805569125051,0.0
